id_componente,codigo,nome,ch_teorico,ch_pratico,ch_total,equivalencia,pre_requisito,co_requisito
63838,ITE0004,RACIOCÍNIO LÓGICO E RESOLUÇÃO DE PROBLEMAS,30,15,45,,,
63932,IMD0707,TECNOLOGIAS DE COMUNICAÇÃO DE DADOS,0,60,60,,IMD0043 ,
63933,IMD0708,PROGRAMAÇÃO EM HARDWARE DE REDES,0,60,60,,IMD0029 E IMD0042 E IMD0043 ,
63934,IMD0725,DESENVOLVIMENTO DE PROJETOS DE REDES DE COMPUTADORES,45,15,60,,,
63935,IMD0110,TÓPICOS ESPECIAIS EM TECNOLOGIA DA INFORMAÇÃO XI,30,0,60,,,
63936,IMD0601,BIOESTATÍSTICA,60,0,60,EST0234 ,( IMD0033 OU ECT2207 ) ,
63937,IMD0709,PROJETO INTEGRADOR DE REDES I,0,30,60,,,
64877,DAT0261,TÉCNICAS DE ILUSTRAÇÃO E STORYBOARD,32,28,60,,,
64878,DAT0262,PERSONAGENS E NARRATIVAS PARA JOGOS,28,32,60,,,
64879,DAT0263,ANIMAÇÃO DE MODELOS PARA JOGOS,20,40,60,,,
64923,DIM0122,TECNOLOGIA DA INFORMAÇÃO NA SAÚDE,30,30,60,,,
65101,IMD0712,GERÊNCIA DE REDES,30,30,60,,IMD0043 OU DCA0130 ,
65102,IMD0801,MECÂNICAS E BALANCEAMENTO DE JOGOS,45,15,60,,,
65103,IMD0920,TECNOLOGIA DA INFORMAÇÃO NA SAÚDE,30,30,60,,,
65104,IMD0211,PROGRAMAÇÃO FUNCIONAL,30,30,60,,,
66373,DIM0124,PROGRAMAÇÃO CONCORRENTE,30,30,60,( ( DIM0542 OU DIM0612 ) ) ,( IMD0036 OU DIM0131 OU DIM0615 OU IMD0042 ) E ( IMD0040 OU DIM0116 ) ,
66374,DIM0125,BANCO DE DADOS,60,30,90,( ( DIM0434 OU DIM0541 ) ) ,( IMD0040 OU DIM0116 ) ,
66424,DGN0926,CRIAÇÃO DE MODELOS PARA JOGOS,60,0,60,,,
66426,DGN0927,DESIGN DE INTERFACES PARA JOGOS,60,0,60,,,
66436,IMD1002,ANÁLISE COMBINATÓRIA,30,0,30,IMD0019 OU MAT3023 OU MAT0372 ,,
66437,IMD0121,ARQUITETURA DE COMPUTADORES,30,30,60,DIM0058 OU DIM0431 OU DCA0104 OU DCA0404 OU IMD0041 OU IMD0021 OU DIM0127 ,IMD0012 OU DIM0118 OU IMD1012 OU DIM0133 OU DCA1202 ,
66438,IMD1003,GEOMETRIA EUCLIDIANA,30,0,30,IMD0019 OU MAT1502 OU MAT0349 OU CEA0241 OU LMC0007 ,,
66439,IMD0425,INFRAESTRUTURA WEB,60,0,60,,IMD0404 ,
66440,IMD1004,PENSAMENTO COMPUTACIONAL,30,30,60,( DIM0123 ) OU ( IMD0019 ) ,,
66441,IMD1001,MATEMÁTICA ELEMENTAR,60,0,60,IMD0019 ,,
66443,IMD0424,SEGURANÇA NO DESENVOLVIMENTO DE SOFTWARE,30,30,60,,IMD0407 ,
66444,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,60,30,90,( IMD0012 ) OU ( DIM0118 ) OU ( IMD1000 ) OU ( DIM0108 ) OU ( DIM0133 ) ,IMD1004 OU IMD0019 OU DIM0123 ,
66481,IMD0811,MOTORES DE JOGOS DIGITAIS,30,30,60,,IMD0040 OU DCA1202 ,
66482,IMD0605,SEMINÁRIOS EM BIOINFORMÁTICA,30,0,30,,,
66665,IMD0606,PROJETO EM BIOINFORMÁTICA,30,0,120,,ICE1024 ,
68133,DIM0126,INTELIGÊNCIA ARTIFICIAL PARA JOGOS I,30,30,60,,( IMD0033 E IMD0040 ) ,
68447,DBQ0050,BIOINFORMÁTICA ESTRUTURAL,15,45,60,,,
68476,IMD0212,INGLÊS NÍVEL BÁSICO,30,30,60,,IMD0018 ,
68477,IMD0905,CIÊNCIA DE DADOS I,30,30,60,IMD1151 ,( ( IMD0033 OU ECT2207 ) E ( IMD0012 OU DCA1202 ) ) ,
68478,IMD0803,JOGOS SÉRIOS E SIMULAÇÕES,30,30,60,,IMD0030 OU DCA1202 ,
68479,IMD0530,"SOFTWARE LIVRE, EDUCAÇÃO E CULTURA",60,0,60,,,
68482,IMD0531,PRÁTICAS EDUCACIONAIS INOVADORAS COM TECNOLOGIAS DIGITAIS,60,0,60,,,
68509,DBQ0052,INTRODUÇÃO AO R,15,45,60,,,
68510,IMD0821,TÉCNICAS AVANÇADAS PARA MOTORES DE JOGOS DIGITAIS,30,30,60,,IMD0811 ,
69585,IMD0907,TECNOLOGIAS DE COMUNICAÇÃO PARA INTERNET DAS COISAS,30,30,60,,,
69586,IMD0904,PLATAFORMAS DE HARDWARE PARA INTERNET DAS COISAS,30,30,60,,,
69587,IMD0902,INTRODUÇÃO A INTERNET DAS COISAS,30,30,60,,,
69588,IMD0903,DISPOSITIVOS PARA INTERNET DAS COISAS,30,30,60,,,
69589,IMD0911,APLICAÇÕES EM INTERNET DAS COISAS,30,30,60,,,
69590,IMD0910,SEGURANÇA E PRIVACIDADE EM INTERNET DAS COISAS,30,30,60,,,
69591,IMD0908,COMPUTAÇÃO ELÁSTICA PARA INTERNET DAS COISAS,30,30,60,,,
69592,IMD0290,TÓPICOS ESPECIAIS EM INTERNET DAS COISAS A,30,30,60,,,
69593,IMD0291,TÓPICOS ESPECIAIS EM INTERNET DAS COISAS B,30,30,60,,,
69594,IMD0292,TÓPICOS ESPECIAIS EM INTERNET DAS COISAS C,30,30,60,,,
69595,IMD0293,TÓPICOS ESPECIAIS EM INTERNET DAS COISAS D,30,30,60,,,
69596,IMD0294,TÓPICOS ESPECIAIS EM INTERNET DAS COISAS E,0,30,30,,,
69597,IMD0295,TÓPICOS ESPECIAIS EM INTERNET DAS COISAS F,0,30,30,,,
69598,IMD0912,METODOLOGIA DE PROJETO DE IOT,30,30,60,,,
69599,IMD0525,ANÁLISE COMPUTACIONAL DA APRENDIZAGEM,30,30,60,,,
69600,IMD0526,AVALIAÇÃO DE SOFTWARE EDUCACIONAL,30,30,60,,,
69601,IMD0607,MODELAGEM E SIMULAÇÃO COMPUTACIONAL,30,30,60,,,
69602,IMD0802,DESIGN DE NÍVEIS DE JOGOS,60,0,60,,IMD0801 ,
69603,IMD0812,JOGOS EM REDE MULTIUSUÁRIOS,30,30,60,,IMD0040 OU DCA1202 ,
69604,IMD0814,INTELIGÊNCIA ARTIFICIAL PARA JOGOS II,30,30,60,,DIM0126 ,
69605,IMD0813,PROJETO INTEGRADO DE PRODUÇÃO DE JOGOS,0,30,60,,( ( IMD0801 ) E ( IMD0811 ) ) ,
69606,IMD0280,TÓPICOS ESPECIAIS EM PRODUÇÃO DE JOGOS DIGITAIS A,30,30,60,,,
69607,IMD0281,TÓPICOS ESPECIAIS EM PRODUÇÃO DE JOGOS DIGITAIS B,30,30,60,,,
69608,IMD0282,TÓPICOS ESPECIAIS EM PRODUÇÃO DE JOGOS DIGITAIS C,30,30,60,,,
69609,IMD0283,TÓPICOS ESPECIAIS EM PRODUÇÃO DE JOGOS DIGITAIS D,30,30,60,,,
69610,IMD0284,TÓPICOS ESPECIAIS EM PRODUÇÃO DE JOGOS DIGITAIS E,0,30,30,,,
69611,IMD0285,TÓPICOS ESPECIAIS EM PRODUÇÃO DE JOGOS DIGITAIS F,0,30,30,,,
69612,IMD1101,APRENDIZADO DE MÁQUINA,30,30,60,IMD1111 ,IMD0033 OU EST0109 OU ECT2207 ,
69613,IMD1102,OTIMIZAÇÃO HEURÍSTICA,30,30,60,DIM0140 ,IMD0040 OU DCA1202 ,
69614,IMD1103,APRENDIZADO POR REFORÇO,30,30,60,,IMD1101 ,
69615,IMD1104,APRENDIZADO PROFUNDO,30,30,60,,IMD1101 ,
69616,IMD1105,METAHEURÍSTICAS,30,30,60,,IMD0040 OU DCA1202 ,
69617,IMD1106,CIÊNCIA DE DADOS II,30,30,60,,,
69618,IMD1107,PROCESSAMENTO DE LINGUAGEM NATURAL,45,15,60,( DIM0135 ) ,( ( ( DIM0132 ) OU ( IMD0033 ) OU ( ECT1301 ) ) E ( ( DIM0117 ) OU ( IMD0039 ) OU ( DCA0204 ) ) ) OU ( IMD1101 ) ,
69619,IMD1120,TÓPICOS ESPECIAIS EM INTELIGÊNCIA COMPUTACIONAL A,30,30,60,,,
69620,IMD1121,TÓPICOS ESPECIAIS EM INTELIGÊNCIA COMPUTACIONAL B,30,30,60,,,
69621,IMD1122,TÓPICOS ESPECIAIS EM INTELIGÊNCIA COMPUTACIONAL C,30,30,60,,,
69622,IMD1123,TÓPICOS ESPECIAIS EM INTELIGÊNCIA COMPUTACIONAL D,30,30,60,,,
69623,IMD1124,TÓPICOS ESPECIAIS EM INTELIGÊNCIA COMPUTACIONAL E,0,30,30,,,
69624,IMD1125,TÓPICOS ESPECIAIS EM INTELIGÊNCIA COMPUTACIONAL F,0,30,30,,,
69663,DIM0136,TRATAMENTO DE EXCEÇÕES,40,20,60,,DIM0116 OU IMD0040 ,
69664,DIM0137,BANCOS DE DADOS NÃO RELACIONAIS,30,30,60,,( DIM0125 OU DIM0541 OU IMD0401 OU DIM0114 ) E ( DIM0546 OU IMD0404 ) ,
69692,IMD0120,CIRCUITOS LÓGICOS,30,30,60,( DIM0109 ) OU ( DIM0128 ) OU ( DIM0402 E DIM0403 ) OU DCA0202 OU ELE0424 OU IMD0011 ,( ( IMD0121 ) OU ( DIM0127 ) OU ( DIM0431 ) ) ,
69693,IMD0122,ORGANIZAÇÃO DE COMPUTADORES,30,30,60,DIM0129 OU DIM0058 OU DIM0431 OU IMD0021 ,( IMD0120 OU DIM0128 ) E ( IMD0121 OU DIM0127 ) ,
69695,IMD0713,REDES MULTIMIDIA,30,30,60,,IMD0043 ,
69696,IMD0718,FORENSE COMPUTACIONAL,30,30,60,,IMD0043 OU DCA0130 ,
69698,DIM0138,PROJETO DETALHADO DE SOFTWARE,45,15,60,( DIM0600 ) OU ( DIM0506 ) ,IMD0040 OU DIM0116 ,
70883,IMD0710,REDES DE PRÓXIMA GERAÇÃO,15,45,60,,IMD0707 ,
70884,IMD0711,REDES MÓVEIS,60,0,60,,IMD0702 E IMD0707 ,
70885,IMD1108,VISÃO COMPUTACIONAL,30,30,60,DIM0141 ,,
70886,IMD1201,DESENVOLVIMENTO DO PENSAMENTO CRÍTICO E DA CRIATIVIDADE NAS ALTAS HABILIDADES,0,30,60,,,
70926,IMD1130,BANCOS DE DADOS NOSQL,30,30,60,,,
70970,IMD0112,PRÁTICAS DE LEITURA E ESCRITA EM PORTUGUÊS III,60,0,60,ECT1530 ,,
72204,IMD0608,LABORATÓRIO DE MODELAGEM E SIMULAÇÃO COMPUTACIONAL,10,50,60,,IMD0607 ,
72205,IMD1110,PROCESSAMENTO DIGITAL DE IMAGENS,60,0,60,,IMD0034 E IMD0030 E IMD0029 ,
72272,IMD1202,"O MUNDO DA TECNOLOGIAS DA INFORMAÇÃO: ONTEM, HOJE E AMANHÃ",30,0,30,,,
72273,IMD1203,INTERDISCIPLINARIDADE E TRANSVERSALIDADE EM TECNOLOGIA DA INFORMAÇÃO,30,0,30,,,
72274,IMD1204,"PESQUISA, INOVAÇÃO E EMPREENDEDORISMO EM TECNOLOGIA DA INFORMAÇÃO",30,0,30,,,
72275,IMD0527,INTRODUÇÃO À INTERAÇÃO HUMANO-COMPUTADOR,30,30,60,,,
72707,IMD1151,CIÊNCIAS DE DADOS,30,30,60,IMD0905 ,,
72708,IMD1152,COLETA E RASPAGEM DE DADOS,30,30,60,IMD1151 ,,
72709,IMD1153,ANÁLISE VISUAL DE DADOS,30,30,60,,,
72710,IMD1155,ANÁLISE DE REDES,30,30,60,,,
72711,IMD1112,ÉTICA E DADOS,30,30,60,,,
72712,IMD1113,PROBABILIDADE E INFERÊNCIA,30,30,60,IMD0033 ,,
72713,IMD1114,APRENDIZADO PROFUNDO,30,30,60,,IMD1101 ,
72714,IMD1115,PROCESSAMENTO DIGITAL DE IMAGENS,30,30,60,,IMD1101 ,
72715,IMD1116,COMPUTAÇÃO DE ALTO DESEMPENHO,30,30,60,,,
72716,IMD1117,ÁLGEBRA COMPUTACIONAL,30,30,60,,,
72717,IMD1154,MODELAGEM ESTATÍSTICA DE DADOS,30,30,60,,IMD1113 ,
72718,IMD1302,PROCESSO CRIATIVO,15,15,30,,,
72719,IMD1303,ESTUDOS DE MERCADO,30,30,60,,,
72720,IMD1304,BRANDING,30,30,60,,IMD1303 ,
72721,IMD1306,GESTÃO DE PROJETOS E METODOLOGIAS ÁGEIS,30,30,60,,,
72722,IMD1301,EMPREENDEDORISMO E FORMAÇÃO EMPREENDEDORA,30,30,60,( ( IMD0513 ) E ( ECT1553 ) ) ,,
72723,IMD1307,LANÇAMENTO DE STARTUPS I,30,30,60,ECT2601 ,( ( IMD1301 ) E ( IMD1302 ) E ( IMD1303 ) ) ,
72724,IMD1305,GESTÃO E INOVAÇÃO E ATRAÇÃO DE CAPITAL,30,0,30,,( ( IMD1301 ) E ( IMD1302 ) ) ,
72725,IMD1308,LANÇAMENTO DE STARTUPS II,30,30,60,ECT2602 ,IMD1307 ,
72726,IMD1309,TRANSFORMAÇÃO DIGITAL,40,20,60,,,
72727,IMD1310,TÓPICOS ESPECIAIS EM INOVAÇÃO E EMPREENDEDORISMO A,60,0,60,,,
72728,IMD1311,TÓPICOS ESPECIAIS EM INOVAÇÃO E EMPREENDEDORISMO B,60,0,60,,,
72729,IMD1312,TÓPICOS ESPECIAIS EM INOVAÇÃO E EMPREENDEDORISMO C,60,0,60,,,
72730,IMD1313,TÓPICOS ESPECIAIS EM INOVAÇÃO E EMPREENDEDORISMO D,60,0,60,,,
72731,IMD1314,TÓPICOS ESPECIAIS EM INOVAÇÃO E EMPREENDEDORISMO E,60,0,60,,,
72732,IMD1315,TÓPICOS ESPECIAIS EM INOVAÇÃO E EMPREENDEDORISMO F,60,0,60,,,
73512,ECT2610,CULTURA E ECOSSISTEMAS DE INOVAÇÃO,60,0,60,ECT1550 ,ECT2206 ,
73513,ECT2611,PROPRIEDADE INTELECTUAL,30,0,30,,ECT2206 ,
73514,ECT2612,NEGOCIAÇÃO TECNOLÓGICA,30,0,30,,ECT2206 ,
2022853,DIM0109,INTRODUÇÃO A CIRCUITOS LÓGICOS,90,0,90,( DIM0402 E DIM0403 ) OU ( ELE0424 ) OU ( IMD0011 ) OU ( DCA0202 ) OU IMD0120 OU DIM0128 ,,
2040700,DIM0490,TÓPICOS ESPECIAIS EM COMPUTAÇÃO XI,60,0,60,,,
2040701,DIM0491,TÓPICOS ESPECIAIS EM COMPUTAÇÃO XII,60,0,60,,,
2040702,DIM0492,TÓPICOS ESPECIAIS EM COMPUTAÇÃO XIII,60,0,60,,,
2040703,DIM0493,TÓPICOS ESPECIAIS EM COMPUTAÇÃO XVI,60,0,60,,,
2040704,DIM0494,TÓPICOS ESPECIAIS EM COMPUTAÇÃO XV,60,0,60,,,
2040705,DIM0495,TÓPICOS ESPECIAIS EM COMPUTAÇÃO XIV,60,0,60,,,
2040707,DIM0448,QUALIDADE DE SOFTWARE,60,0,60,( DIM0519 ) ,,
2040950,DIM0451,COMPUTAÇÃO GRÁFICA I,60,0,60,( DIM0435 ) OU ( DIM0102 ) OU ( DCA0114 ) ,( DIM0404 ) OU ( IMD0024 E IMD0039 E MAT0309 E IMD0040 ) ,
2041507,ADM0065,RESPONSABILIDADE SOCIOAMBIENTAL,30,0,30,( ADM0516 ) OU ( APS1004 ) ,,
2054904,DIM0501,BOAS PRÁTICAS DE PROGRAMAÇÃO,0,30,30,,,( IMD0040 OU DIM0116 ) 
2054905,DIM0505,LÓGICA APLICADA A ENGENHARIA DE SOFTWARE,60,0,60,( DIM0430 ) ,( IMD0038 OU DIM0121 ) OU ( DCA0100 ) ,
2054906,DIM0504,ANÁLISE E PROJETO ORIENTADO A OBJETOS,60,0,60,( DIM0107 ) ,,( IMD0040 OU DIM0116 ) 
2054911,DIM0507,TESTE DE SOFTWARE I,60,0,60,,( IMD0040 ) OU ( DIM0116 ) ,
2054912,DIM0508,PROJETO DE INTERFACES DE USUÁRIO,30,30,60,,( DIM0120 OU IMD0030 ) ,
2054914,DIM0511,ENGENHARIA DE REQUISITOS,45,15,60,,( DIM0504 ) ,
2054915,DIM0512,TESTE DE SOFTWARE II,60,0,60,,( DIM0507 OU IMD0412 ) ,
2054919,DIM0516,MÉTODOS FORMAIS DE ENGENHARIA DE SOFTWARE,60,0,60,( DIM0419 ) ,DIM0505 OU ( DIM0430 E ( ( DIM0427 E DIM0426 ) OU DIM0110 ) ) OU ( DIM0610 E ( IMD0039 OU DIM0117 ) ) ,
2054921,DIM0517,GERÊNCIA DE CONFIGURAÇÃO E MUDANÇAS,60,0,60,,( DIM0116 OU IMD0040 ) ,
2054922,DIM0518,PLANEJAMENTO E GERENCIAMENTO DE PROJETOS,60,0,60,,( IMD0040 ) OU ( DIM0116 ) ,
2054923,DIM0520,MODELAGEM DE PROCESSOS DE NEGÓCIO,60,0,60,,( DIM0504 ) OU ( DIM0506 OU DIM0600 OU DIM0138 ) ,
2054924,DIM0521,DESENVOLVIMENTO DE SOFTWARE DE TEMPO-REAL,45,15,60,,( IMD0036 OU IMD0042 OU DIM0615 OU DIM0131 ) E ( DIM0600 OU DIM0506 OU DIM0138 ) ,
2054925,DIM0522,LINHAS DE PRODUTO DE SOFTWARE,60,0,60,,( IMD0040 OU DIM0116 ) ,
2054927,DIM0524,DESENVOLVIMENTO DE SISTEMAS PARA DISPOSITIVOS MÓVEIS,60,0,60,,( IMD0040 OU DIM0111 OU DIM0116 ) ,
2054928,DIM0529,DESENVOLVIMENTO EM TIMES,60,0,60,( DIM0314 ) ,,
2054929,DIM0530,DESENVOLVIMENTO DE JOGOS,60,0,60,,( DIM0111 ) ,
2054930,DIM0531,TÓPICOS ESPECIAIS EM ENGENHARIA DE SOFTWARE I,60,0,60,,,
2054931,DIM0532,TÓPICOS ESPECIAIS EM ENGENHARIA DE SOFTWARE II,60,0,60,,,
2054932,DIM0533,TÓPICOS ESPECIAIS EM ENGENHARIA DE SOFTWARE III,60,0,60,,,
2054950,DIM0534,TÓPICOS ESPECIAIS EM ENGENHARIA DE SOFTWARE IV,60,0,60,,,
2054951,DIM0535,TÓPICOS ESPECIAIS EM ENGENHARIA DE SOFTWARE V,60,0,60,,,
2054952,DIM0536,TÓPICOS ESPECIAIS EM ENGENHARIA DE SOFTWARE VI,60,0,60,,,
2054953,DIM0537,TÓPICOS ESPECIAIS EM ENGENHARIA DE SOFTWARE VII,60,0,60,,,
2054954,DIM0538,TÓPICOS ESPECIAIS EM ENGENHARIA DE SOFTWARE VIII,60,0,60,,,
2054955,DIM0539,TÓPICOS ESPECIAIS EM ENGENHARIA DE SOFTWARE IX,30,0,30,,,
2054956,DIM0540,TÓPICOS ESPECIAIS EM ENGENHARIA DE SOFTWARE X,30,0,30,,,
2054957,DIM0502,PROGRAMAÇÃO DISTRIBUÍDA,30,30,60,( DIM0444 ) OU ( DIM0614 ) ,( IMD0042 E IMD0043 ) OU ( DIM0500 ) ,
