id_curriculo_componente,id_curriculo,id_componente_curricular
133795208,133795010,65102
133795090,133795010,59738
136619426,133795010,70885
133795022,133795010,26915
133795095,133795010,61102
133795136,133795010,55037
133795160,133795010,52788
133795137,133795010,55094
133795070,133795010,52975
133795200,133795010,62887
136619423,133795010,70886
133795030,133795010,26923
136619422,133795010,70926
133795187,133795010,55059
133795186,133795010,55058
133795065,133795010,52811
133795141,133795010,55043
151040546,133795010,72714
133795040,133795010,2054904
133795021,133795010,26908
133795076,133795010,20033
133795122,133795010,61115
133795192,133795010,68482
133795046,133795010,2054919
133798914,133795010,69600
133795139,133795010,55044
133795052,133795010,2054929
133795218,133795010,23557
133795211,133795010,68510
133795193,133795010,63936
133795167,133795010,55053
133795087,133795010,59735
133798906,133795010,69598
133798937,133795010,69623
133795084,133795010,59732
140868869,133795010,26904
133795158,133795010,52795
133795107,133795010,61100
133795117,133795010,61110
133795156,133795010,52684
137396715,133795010,66439
133798912,133795010,69597
151040549,133795010,72709
133795036,133795010,21717
133798928,133795010,69614
133795038,133795010,21783
133795019,133795010,62382
133795097,133795010,61104
133795037,133795010,21787
133795112,133795010,61086
134107140,133795010,64878
133795169,133795010,55074
133795062,133795010,2054956
151040542,133795010,66443
133795207,133795010,63934
133795180,133795010,52700
133795110,133795010,61084
133799388,133795010,69696
134089027,133795010,69698
133795071,133795010,52990
133795201,133795010,62888
133795069,133795010,52974
133795063,133795010,52813
133798918,133795010,69604
133798931,133795010,69617
133795125,133795010,61118
133798930,133795010,69616
133795060,133795010,2054954
133798916,133795010,69602
133798917,133795010,69603
133795106,133795010,61099
133798936,133795010,69622
133795016,133795010,55939
133795170,133795010,55083
133795067,133795010,52972
133795153,133795010,52685
151040548,133795010,72708
133795032,133795010,68133
133795173,133795010,52692
136619425,133795010,70884
133795198,133795010,61129
133795017,133795010,55940
151040547,133795010,72715
133795171,133795010,52690
133795165,133795010,52688
133795176,133795010,52794
133798923,133795010,69609
133795057,133795010,2054951
133795197,133795010,66665
133795215,133795010,53193
133795114,133795010,61093
133795055,133795010,2054932
133795074,133795010,23553
133798899,133795010,69585
133795015,133795010,64877
151040550,133795010,72717
133795056,133795010,2054950
151040543,133795010,52689
133798913,133795010,69599
133795213,133795010,68477
133798908,133795010,69593
133799389,133795010,69695
133795075,133795010,25561
133795033,133795010,26931
133795113,133795010,61087
133795080,133795010,52536
133795091,133795010,59739
133798904,133795010,69590
133795163,133795010,52686
133795199,133795010,62886
133798900,133795010,69586
133795172,133795010,52691
133795191,133795010,68479
133795123,133795010,61116
136619424,133795010,70883
133795115,133795010,61094
133795184,133795010,55056
133798929,133795010,69615
139889701,133795010,72273
133795210,133795010,66481
133795159,133795010,52681
133795129,133795010,61122
133795179,133795010,52699
133795099,133795010,61106
133795174,133795010,52693
133795023,133795010,26916
133795128,133795010,61121
133795020,133795010,68447
133795154,133795010,52682
134107142,133795010,66424
133795119,133795010,61112
133795214,133795010,65103
139651487,133795010,72205
133795108,133795010,61101
133795111,133795010,61085
133795059,133795010,2054953
151040544,133795010,72711
133795205,133795010,63937
139889702,133795010,72274
133795079,133795010,51457
133798915,133795010,69601
133795024,133795010,26917
133795120,133795010,61113
133795098,133795010,61105
133798938,133795010,69624
133795092,133795010,63935
133795077,133795010,46256
133795146,133795010,55047
134107141,133795010,64879
133795151,133795010,52792
133795085,133795010,59733
133795082,133795010,57806
133795053,133795010,2054930
133795089,133795010,59737
136481476,133795010,68509
133795100,133795010,61107
133795088,133795010,59736
133795124,133795010,61117
133795029,133795010,26922
133798921,133795010,69607
133799387,133795010,69693
133798934,133795010,69620
133795202,133795010,61130
133795142,133795010,55096
133795181,133795010,52702
139852687,133795010,72275
133795041,133795010,2054957
133798907,133795010,69592
133795189,133795010,55084
133795011,133795010,2041507
133795034,133795010,23558
133795130,133795010,52672
133795135,133795010,55039
133795216,133795010,55325
133795217,133795010,23538
133795144,133795010,55045
137509079,133795010,70970
133795204,133795010,63933
133795049,133795010,2054925
133795031,133795010,26924
133795132,133795010,55036
133795209,133795010,68478
133795101,133795010,61108
133795109,133795010,61083
133795150,133795010,55051
133795018,133795010,62381
133795178,133795010,52698
133798926,133795010,69612
133795149,133795010,55050
133798927,133795010,69613
133795182,133795010,52996
139932352,134044403,70885
134044614,134044403,62886
137397984,134044403,69601
134044603,134044403,52702
134044510,134044403,61097
134044494,134044403,59736
134044457,134044403,2054921
134044414,134044403,62382
139932351,134044403,69618
134044556,134044403,52680
134044468,134044403,2054950
134044592,134044403,55053
134044633,134044403,23557
134044477,134044403,52972
134044623,134044403,65102
134044560,134044403,52683
134044524,134044403,61111
134044528,134044403,61115
134044574,134044403,55084
134044513,134044403,61100
134044612,134044403,66665
134044473,134044403,2054955
134044539,134044403,55040
134044527,134044403,61114
134044542,134044403,55037
134044531,134044403,61118
134044515,134044403,61083
134044466,134044403,2054931
134044525,134044403,61112
134044551,134044403,55047
151043559,134044403,72713
134044617,134044403,61130
134044511,134044403,61098
134044430,134044403,26929
139932350,134044403,69613
134044609,134044403,55061
134044495,134044403,59737
134044631,134044403,55325
134044534,134044403,61121
134044446,134044403,2040950
134044621,134044403,65101
134044594,134044403,52690
134044618,134044403,63932
134044568,134044403,52687
134044483,134044403,23553
134044419,134044403,26917
151043558,134044403,72709
134044616,134044403,62888
134044540,134044403,55038
134044632,134044403,23538
134044425,134044403,26923
134044552,134044403,55049
134044627,134044403,61132
134044478,134044403,52973
134044413,134044403,62381
134044507,134044403,61108
139931800,134044403,69603
134044410,134044403,64877
134044514,134044403,61101
134044493,134044403,59735
134044613,134044403,61129
134044517,134044403,61085
134044460,134044403,2054924
134044484,134044403,25561
134044491,134044403,59733
134044497,134044403,59739
134044597,134044403,52693
134044488,134044403,57806
134044629,134044403,65103
134044502,134044403,61103
134044501,134044403,61102
134044449,134044403,2040701
134044570,134044403,55056
134044561,134044403,52684
134044536,134044403,52672
139927901,134044403,69605
134044615,134044403,62887
134044504,134044403,61105
134044451,134044403,2040703
134044503,134044403,61104
139862066,134044403,72204
134044545,134044403,55044
134044474,134044403,2054956
134044422,134044403,26920
134044426,134044403,26924
134044549,134044403,55045
134044469,134044403,2054951
134044553,134044403,55050
134044509,134044403,61096
134044454,134044403,2054915
134044492,134044403,59734
139850945,134044403,69615
134044475,134044403,52811
134044522,134044403,61109
151043565,134044403,72714
134044541,134044403,55039
134044526,134044403,61113
134044535,134044403,61122
134044458,134044403,2054922
134044434,134044403,25764
134044593,134044403,55054
134044443,134044403,21783
134044453,134044403,2040705
134044543,134044403,55094
134044572,134044403,55059
134044479,134044403,52974
134044442,134044403,21787
151043561,134044403,72715
134044481,134044403,52990
134044438,134044403,21774
134044505,134044403,61106
134044436,134044403,26934
134044450,134044403,2040702
134044411,134044403,55939
134044407,134044403,43193
134044465,134044403,2054930
134044533,134044403,61120
134044470,134044403,2054952
140869138,134044403,26904
134044547,134044403,55043
134044490,134044403,59732
134044471,134044403,2054953
134044619,134044403,63933
134044610,134044403,55062
137397981,134044403,70926
134044630,134044403,53193
134044416,134044403,26908
134044546,134044403,55095
134044418,134044403,26916
134044437,134044403,23558
134044448,134044403,2040700
134044529,134044403,61116
134044417,134044403,26915
134044512,134044403,61099
134044538,134044403,55036
134044601,134044403,52698
134044467,134044403,2054932
134044452,134044403,2040704
134044506,134044403,61107
134044608,134044403,68482
134044518,134044403,61086
134044429,134044403,26928
134044489,134044403,57807
134044537,134044403,52673
134044557,134044403,52792
137509250,134044403,70970
134044555,134044403,52790
134044559,134044403,52682
134044427,134044403,2022853
134044500,134044403,68476
134044406,134044403,2041507
140151364,134044403,69598
137397986,134044403,69695
151043566,134044403,66443
134044532,134044403,61119
134044628,134044403,68477
134044464,134044403,2054929
134044622,134044403,63934
151043562,134044403,72711
134044571,134044403,55058
134044409,134044403,59634
134044472,134044403,2054954
134044496,134044403,59738
134044626,134044403,68510
137397985,134044403,70883
134044520,134044403,61093
134044565,134044403,52793
134044625,134044403,66481
134044424,134044403,26922
134044590,134044403,52995
134044432,134044403,21752
134044576,134044403,63936
134044521,134044403,61094
134044480,134044403,52975
137397983,134044403,66439
134044607,134044403,68479
134044420,134044403,26918
134044566,134044403,52796
137397980,134044403,69612
134044463,134044403,2054928
134044606,134044403,55057
134044462,134044403,2054927
134044404,134044403,69664
134044562,134044403,52795
134044498,134044403,63935
151043563,134044403,52689
134044544,134044403,55041
134044487,134044403,51457
134044563,134044403,52681
134044598,134044403,52694
134044611,134044403,66482
151043564,134044403,72717
134044441,134044403,21717
134044519,134044403,61087
137397987,134044403,69595
134044591,134044403,55052
134044445,134044403,40136
134044431,134044403,26930
134044602,134044403,52699
134044599,134044403,52794
134044523,134044403,61110
151043560,134044403,72708
134044575,134044403,55085
134044428,134044403,64923
134044408,134044403,26528
134044412,134044403,55940
134044569,134044403,52688
134044433,134044403,26931
134044620,134044403,63937
137397982,134044403,69696
134044567,134044403,52686
134044499,134044403,65104
134044558,134044403,52685
134044423,134044403,26921
134044421,134044403,26919
134044461,134044403,2054925
134044440,134044403,21705
139850296,134044403,69693
134044405,134044403,69663
134044595,134044403,52691
134044482,134044403,55370
134044485,134044403,20033
134044564,134044403,52788
134044439,134044403,21764
134044604,134044403,52996
134044435,134044403,21083
139853348,134044403,72275
134044508,134044403,61095
134044415,134044403,68447
134044605,134044403,55055
134044516,134044403,61084
134044573,134044403,55060
134044624,134044403,68478
134044459,134044403,2054923
134044596,134044403,52692
134044486,134044403,46256
134044530,134044403,61117
134044554,134044403,55051
139932349,134044403,69602
134044600,134044403,52697
134044548,134044403,55096
134044447,134044403,43523
151043557,134044403,72710
133804441,133804382,57807
137397634,133804382,69695
133804383,133804382,2041507
133804538,133804382,55056
151048614,133804382,69589
133804401,133804382,26922
133804405,133804382,21764
133804404,133804382,68133
133804820,133804382,2040707
133804490,133804382,55036
133804494,133804382,55094
133804525,133804382,52690
133804408,133804382,2054904
133804516,133804382,52796
133804526,133804382,52691
133804500,133804382,55045
133804436,133804382,46256
151047853,133804382,69619
133804519,133804382,52688
133804524,133804382,55083
133804450,133804382,63935
133804551,133804382,66665
133804429,133804382,2054955
151047041,133804382,69610
133804533,133804382,52699
133804563,133804382,68478
133804406,133804382,21787
133804823,133804382,23465
133804419,133804382,2054928
133804506,133804382,52789
133804517,133804382,52686
133804384,133804382,43193
133804554,133804382,62887
151047847,133804382,69588
133804467,133804382,61083
140151303,133804382,69598
133804543,133804382,55084
133804434,133804382,25561
133804530,133804382,52794
133804505,133804382,52792
133804512,133804382,52795
133804465,133804382,61100
133804414,133804382,2054919
133804390,133804382,62381
137397628,133804382,69612
133804514,133804382,52788
133804822,133804382,55372
151047850,133804382,69616
133804427,133804382,2054953
151042965,133804382,72717
151042967,133804382,66443
133804472,133804382,61093
151047851,133804382,69586
137509133,133804382,70970
133804438,133804382,51457
133804557,133804382,63932
137397630,133804382,69696
151047040,133804382,69609
151042962,133804382,72715
133804488,133804382,52672
133804428,133804382,2054954
133804539,133804382,55057
133804508,133804382,52682
139932266,133804382,69618
133804493,133804382,55037
133804546,133804382,68482
151042961,133804382,72708
133804491,133804382,55040
133804415,133804382,2054921
133804417,133804382,2054925
133804458,133804382,61107
133804391,133804382,62382
133804527,133804382,52692
133804515,133804382,52793
133804481,133804382,61116
133804555,133804382,62888
133804474,133804382,61109
151047042,133804382,69611
137397632,133804382,69601
133804825,133804382,42067
133804486,133804382,61121
133804435,133804382,20033
133804393,133804382,26908
133804509,133804382,52683
133804410,133804382,2054905
133804549,133804382,55062
151047036,133804382,69600
133804456,133804382,61105
133804531,133804382,52697
133804461,133804382,61096
133804495,133804382,55041
133804439,133804382,56269
151047037,133804382,69606
133804483,133804382,61118
133804821,133804382,2040950
151042958,133804382,72710
151042959,133804382,72709
133804564,133804382,66481
139931770,133804382,69603
133804482,133804382,61117
133804422,133804382,2054931
133804388,133804382,55939
133804566,133804382,61132
137397631,133804382,66439
133804443,133804382,59733
133804424,133804382,2054950
133804477,133804382,61112
140869114,133804382,26904
133804468,133804382,61084
133804553,133804382,62886
133804511,133804382,52791
133804535,133804382,52702
133804550,133804382,66482
133804455,133804382,61104
133804499,133804382,55096
151048617,133804382,69593
133804484,133804382,61119
133804385,133804382,26528
133804480,133804382,61115
133804444,133804382,59734
133804558,133804382,63933
151047858,133804382,69624
133804824,133804382,42066
133804542,133804382,55060
133804437,133804382,27733
133804462,133804382,61097
133804523,133804382,55074
133804400,133804382,26921
133804537,133804382,55055
133804430,133804382,2054956
133804431,133804382,52813
133804532,133804382,52698
133804534,133804382,52700
133804518,133804382,52687
133804423,133804382,2054932
133804473,133804382,61094
133804552,133804382,61129
133804463,133804382,61098
133804466,133804382,61101
139927845,133804382,69605
133804451,133804382,65104
151042963,133804382,72711
151048615,133804382,69590
133804471,133804382,61087
137397633,133804382,70883
151047039,133804382,69608
133804476,133804382,61111
133804418,133804382,2054927
133804453,133804382,61102
151046242,133804382,66426
133804559,133804382,63937
133804569,133804382,53193
133804432,133804382,52990
133804440,133804382,57806
133804425,133804382,2054951
151051343,133804382,69597
133804528,133804382,52693
133804409,133804382,2054957
133804497,133804382,55095
133804389,133804382,55940
151047855,133804382,69621
133804454,133804382,61103
133804513,133804382,52681
133804502,133804382,55049
133804540,133804382,55058
151042960,133804382,72713
133804449,133804382,59739
133804448,133804382,59738
133804568,133804382,65103
133804562,133804382,65102
151047849,133804382,69587
133804548,133804382,55061
139651572,133804382,72204
133804426,133804382,2054952
133804565,133804382,68510
133804561,133804382,63934
151047852,133804382,69585
133804457,133804382,61106
133804478,133804382,61113
151048618,133804382,69594
133804475,133804382,61110
133804421,133804382,2054930
151054101,133804382,69614
151048619,133804382,69596
139932267,133804382,69602
151047848,133804382,69604
133804452,133804382,68476
137397629,133804382,70926
133804420,133804382,2054929
151048616,133804382,69592
133804479,133804382,61114
151046241,133804382,64878
133804445,133804382,59735
133804395,133804382,26916
133804547,133804382,63936
137397635,133804382,69595
133804521,133804382,55053
133804556,133804382,61130
133804387,133804382,64877
133804446,133804382,59736
133804501,133804382,55047
139932268,133804382,70885
133804402,133804382,26923
133804459,133804382,61108
139932269,133804382,69613
133804544,133804382,55085
133804447,133804382,59737
151047035,133804382,69599
133804498,133804382,55043
133804469,133804382,61085
151047857,133804382,69623
133804510,133804382,52684
133804504,133804382,55051
151047854,133804382,69620
133804520,133804382,55052
133804485,133804382,61120
133804396,133804382,26917
151042966,133804382,72714
133804394,133804382,26915
133804536,133804382,52996
133804398,133804382,26919
133804541,133804382,55059
133804492,133804382,55038
133804529,133804382,52694
133804496,133804382,55044
151047856,133804382,69622
133804433,133804382,55370
133804470,133804382,61086
133804399,133804382,26920
133804489,133804382,52673
133804460,133804382,61095
151051342,133804382,69591
151047038,133804382,69607
133804560,133804382,65101
133804487,133804382,61122
133804386,133804382,59634
133804507,133804382,52685
133804545,133804382,68479
133804397,133804382,26918
133804522,133804382,55054
139651573,133804382,72205
133804570,133804382,23557
133804416,133804382,2054922
133804403,133804382,26924
133804464,133804382,61099
133804503,133804382,55050
139850799,133804382,69615
133804392,133804382,68447
133804442,133804382,59732
133804567,133804382,68477
